Gene	SRR6926216	SRR6926217	SRR6926218	SRR6926219	SRR6926220	SRR6926221	SRR6926222	SRR6926223	SRR6926224	SRR6026765	SRR6026766	SRR6026770	SRR6026771	SRR6026772
RBM28	22871	25390	32828	22348	22268	24965	17406	19372	27012	65767	66512	64438	68205	73191
RBM3	157617	187266	212458	235821	227305	267199	132999	122024	146869	189373	212301	171981	208784	177981
RBM33	25861	24300	28720	28518	25996	26153	20338	32218	38815	108531	99094	91721	75159	81305
RBM34	19153	22100	27377	25668	22428	23509	54113	48681	51000	22462	29321	31848	36145	40284
RBM38	16988	19643	21628	13399	12191	14669	12351	13289	16987	82332	93246	74497	60938	50302
RBM39	79401	85855	101871	90061	79000	83387	140203	173000	187353	87604	115136	143261	125810	140760
RBM4	44326	50025	57014	53709	46289	51727	56413	51278	62700	124500	167496	201604	137416	136100
RBM41	3569	2957	4250	3923	2901	2949	6549	6954	8053	5009	10450	16421	17652	17369
RBM42	34444	37058	37641	39091	36404	48051	55091	40171	50337	334498	296684	311952	399108	352828
RBM43	998	800	650	391	650	400	1480	1334	2195	1718	3762	5323	4002	3594
RBM45	3772	3766	4220	3706	2577	2908	4171	3351	4141	5787	6972	7595	8373	8979
RBM47	4571	4675	5495	4615	3782	4199	4063	5853	7331	13976	12454	9335	14314	16082
RBM48	5222	5568	6229	5129	3836	4408	6144	6779	7723	11012	14206	16626	15747	17928
RBM4B	19759	22769	26801	22963	19674	23772	21455	22716	24120	23787	31026	38352	28850	29302
RBM5	22198	20861	30085	24936	19997	23142	30360	37029	39300	86470	98372	115945	73869	81306
RBM5-AS1	423	474	985	982	665	783	496	697	1518	6241	7615	7575	5170	5443
RBM6	23760	24894	32703	24201	20716	25808	36774	40459	49059	43308	54945	64900	48203	55415
RBM7	16238	17637	21439	19220	15203	16059	22119	21966	25315	14416	17218	15470	18065	20161
RBM8A	67381	67930	77607	69891	61170	67372	74316	73599	86465	61222	62192	46671	49150	53052
RBMS1	18647	21335	24975	22262	20352	21156	11607	12918	12546	26153	28432	24562	23943	28061
RBMS1P1	3711	3851	5602	3932	4848	4104	1188	2800	2438	3564	3187	2527	2531	3200
RBMS2	43084	43409	50862	36804	32586	35225	24880	38373	44277	20836	37417	27990	24803	26233
RBMS3	6937	6267	8334	6312	5915	5145	5971	8601	10068	4561	7189	7830	5679	7153
RBMX	102382	105168	134899	90108	78063	89817	96525	107980	111229	123444	142637	126189	128038	125410
RBMX2	7734	8082	8851	9766	8741	10119	13235	11509	11945	19484	25213	28106	25114	23502
RBMXL1	27782	28410	35559	28594	26743	30110	23574	28954	27938	21881	24462	26006	23603	26488
RBP4	1075	1771	1933	744	689	741	2881	2394	2716	3067	1462	1704	2196	1692
RBPJ	71325	71399	83274	90915	82815	85784	58769	76856	85375	46789	49607	51612	52008	63764
RBPMS	6244	7866	7528	4262	3963	4266	5449	4525	8268	26411	34528	30810	27095	28979
RBPMS2	9184	9558	9963	7292	7551	7607	7275	7941	10677	26698	29862	19278	20089	16416
RBSN	30748	32630	41098	39458	38412	36423	33976	45347	57144	98276	92413	111152	103690	87883
RBX1	22222	23082	27377	28670	22897	26080	25483	25283	29570	69115	91154	46022	53727	45794
RC3H1	22427	19731	23692	22984	20599	18214	10892	18825	24402	25334	35161	25702	26601	29233
RC3H2	51238	51298	61435	58464	51514	50351	31549	65535	73752	97513	105054	100446	85187	98998
RCAN1	10864	12506	14493	13331	11578	11089	191229	215708	242827	40357	34403	80641	59316	61198
RCAN3	7067	8815	11558	5902	4431	4891	4488	8003	8706	40366	49157	36279	29406	35536
RCBTB1	10345	8964	10911	6965	6180	5641	5965	8639	10361	24798	25381	23206	21782	25901
RCBTB2	641	596	693	799	750	847	1106	693	1600	6535	6054	6266	5359	6555
RCC1	68765	71577	82305	53878	48276	54618	44398	42402	47940	109847	135031	127487	119014	106190
RCC1L	19517	25784	24062	29684	24737	30742	24179	21477	24113	81663	88025	78339	73051	62940
RCC2	235872	255843	297402	169591	153494	171729	130105	165562	197686	315202	348120	268291	307752	262704
RCCD1	13996	13780	16246	10622	10303	12817	13036	11939	12749	59653	68399	65293	60123	58060
RCE1	9932	10142	9829	10276	9727	10888	17840	13701	14336	23864	31968	33064	25666	23350
RCHY1	7950	9329	11665	7852	7569	7856	9791	11966	11282	12019	11645	16204	17883	18701
RCL1	14834	14582	16919	12785	10187	10304	8437	9206	8195	34291	44990	74932	69710	62921
RCN1	46633	48267	61827	99115	84469	99166	86017	81017	88713	92736	85174	76648	94017	110639
RCN1P2	27276	28441	30380	53732	52024	56756	38408	36371	40684	15381	16496	14061	16565	17660
RCN2	29132	30783	40948	37354	35743	35345	40269	43448	41899	182106	178675	113053	153070	166154
RCOR1	69146	70350	85764	57590	53342	49510	42277	69018	82742	34438	38774	40247	29337	35143
RCOR2	2341	3008	2705	1774	750	1294	1173	1227	2038	7657	11840	16566	10305	10961
RCOR3	20180	19583	24714	16278	15729	16463	19832	25943	28935	22663	24387	36970	29888	37832
RDH10	9010	9426	10816	9702	9635	8794	7326	10440	11933	26199	25756	18127	14476	14891
RDH11	23261	23621	30261	36664	33002	35593	63546	64897	71644	45117	54114	49175	42685	52594
RDH14	7584	6085	7035	5690	4439	6604	10183	10541	11818	27123	25186	29957	27760	30811
RDX	139618	140164	178024	138362	124101	125743	52724	84928	93395	72609	99720	104137	120611	138284
RECK	4333	3670	4632	4702	3964	4889	4361	4083	4087	10910	14216	9815	9031	8949
RECQL	66814	69708	89299	98281	91073	89346	65889	86752	92627	15607	20201	26616	34321	40008
RECQL4	20120	21745	21871	16926	17255	21316	13924	10217	14276	94416	99015	65231	62093	59718
RECQL5	8536	9272	8984	9153	8605	10310	11527	12977	15192	39645	50519	72470	51197	51578
REEP1	7424	6896	8750	5857	5525	5032	3240	4169	4525	18326	15237	10197	12491	14073
REEP2	1291	898	585	499	381	1240	700	541	781	103410	96019	62203	57781	49888
REEP3	79818	76462	96622	86337	75075	74435	36695	54058	58144	43576	53198	36749	41859	56749
REEP4	16669	19827	22014	20300	14400	18554	36125	25671	30032	49383	58549	62196	67285	53731
REEP5	59793	62643	78609	113338	98801	92055	87408	91464	97546	94477	91996	67464	99008	90255
REEP6	700	963	630	1028	785	1180	1590	1191	1490	6866	12004	9503	5771	3927
REL	12429	11467	14113	10238	12527	11120	4797	10870	13703	11342	15189	21631	20716	24667
RELA	59811	61513	69178	70126	61862	66826	83858	86505	96687	109900	144377	190810	159831	143548
RELB	1965	2525	2470	2429	1902	2334	7039	6636	7466	3703	5977	10145	7295	6010
RELL1	3113	3374	4541	2702	2996	3531	1687	3758	3333	10098	10456	7265	7570	8048
RELL2	862	1460	1432	1057	1572	1848	5031	3815	5667	9922	12857	12774	9309	12012
RELT	6407	5335	6612	7966	7141	6588	4319	3511	3653	30045	40066	49632	36824	33684
REPIN1	32530	35870	40465	31860	28118	32111	29652	24481	30828	226428	213095	156045	173765	155024
REPS1	14046	11550	16202	14394	13196	14766	19593	18895	20417	84926	96980	109439	93094	93936
REPS2	8198	7441	10459	8781	8933	7687	3906	7438	9197	20645	24914	22241	20810	22229
RER1	60275	63828	71161	94081	81784	100600	102062	82983	94709	192091	198092	160861	177041	157830
RERE	52854	50694	57397	41694	44659	41602	20200	31038	36578	175326	192699	209986	164497	159227
RERG	2165	1919	1947	2158	2638	2134	2875	2931	2835	973	947	1613	1386	1489
REST	34695	37011	45552	38977	38608	36238	20310	38809	44294	22044	28081	25372	26285	34771
RETSAT	22089	23136	28659	38119	35326	36294	53285	51064	62067	37496	39688	43892	26093	27526
REV1	14360	13399	18386	14189	13196	14212	10122	11307	10774	26867	28233	45348	33409	41900
REV3L	18368	12246	22400	14265	16151	14050	9036	17958	25938	13179	38964	76949	63202	69388
REXO1	12825	14601	17152	12270	13457	16141	10054	8536	12436	108536	116347	129334	117407	101608
REXO2	33005	37171	40875	51115	42044	47330	54154	50448	53779	42588	41080	40360	57485	55296
REXO4	28242	28158	32001	32119	29604	33580	26884	26348	33316	69959	86083	90523	72739	72345
RFC1	90835	93988	122133	159726	142369	142271	62868	90720	107235	23926	27993	43816	48966	53481
RFC2	32535	34666	39157	30601	25278	27532	37224	32968	36030	135615	149174	168148	173755	157044
RFC3	27488	28015	38517	23420	19378	17505	14852	21269	21417	43977	42657	42976	52944	58256
RFC4	43027	48474	64768	48067	43412	47560	78527	61515	66887	26963	30784	34702	36635	36946
RFC5	35503	35896	44409	36283	32468	33332	30528	35791	35357	95276	104115	110774	102336	102099
RFESD	1185	1241	1548	948	1372	1494	1550	1598	1146	2686	1820	2706	3260	3665
RFFL	11764	11139	13513	13067	11172	9350	10122	13218	14857	58977	58750	63218	57548	63113
RFK	20124	18556	25911	17456	15313	17557	14383	20275	20600	44103	53834	37960	41949	49570
RFLNA	1114	1266	2095	1153	1574	1628	338	1331	2223	11615	8508	6744	7710	8899
RFLNB	11719	11710	12885	6855	6836	7419	10956	16157	18692	142358	136681	76995	92871	78615
RFNG	6562	7840	7960	9442	9258	10075	17057	11739	16344	75527	79597	84171	73353	67304
RFT1	16687	16011	20190	23712	18004	18616	26285	24987	29065	38377	43797	42172	48931	37411
RFTN1	4948	5902	7161	5157	5039	4212	1350	1437	1927	36315	33052	29689	26748	28650
RFWD2	18605	22547	27213	24217	23032	25432	31527	28293	30705	23665	23724	28339	27416	27417
RFWD3	46297	51470	59405	39614	40544	37109	29628	40014	50638	169667	181459	246877	209405	209891
RFX1	9493	11126	13929	13053	11944	15009	9441	9868	11655	41990	53969	75184	53095	51042
RFX2	9404	9847	12380	9080	8086	8222	14164	15433	18167	6612	9831	12129	9378	7393
RFX3	4464	4375	6485	5434	4497	5314	2539	5579	5571	4797	7768	9749	9842	12855
RFX5	46708	52492	55971	41536	32988	37359	39712	41146	51996	76694	81397	79414	63912	63599
RFX7	18900	16459	22128	13455	12897	13215	5029	10515	12009	20975	20113	23185	22257	25409
RFXANK	22340	21549	26077	19341	18386	21196	39546	31955	36805	58139	71781	69235	60324	52135
RFXAP	3484	3139	3519	2873	3124	3242	2186	1543	2027	9920	9776	12805	12469	16190
RGL1	3281	4444	5762	2874	3935	3403	6954	10150	10490	18099	25522	20043	15665	16656
RGMB	11527	14873	15551	20072	17391	17867	6922	9838	10842	66086	64641	69091	69284	66976
RGMB-AS1	200	242	50	151	199	284	180	300	200	2597	2666	3527	3661	3323
RGP1	20050	21841	21665	23389	21460	24544	20557	29142	37431	153447	219839	198635	163340	142308
RGPD8	6622	6173	9830	8512	9275	7753	3537	8149	10384	68	127	435	48	322
RGS10	12080	13651	14395	10761	9556	9977	12813	11875	11517	17627	19000	18437	18733	16042
RGS12	4987	7782	7904	4626	4656	5105	4157	4663	5859	24574	29289	31160	23814	20995
RGS14	829	536	1094	650	650	908	2495	1678	2054	10573	12832	13673	8205	7210
RGS16	6266	6802	7951	8117	7144	8277	6638	8761	9121	12158	9275	14467	18622	11913
RGS19	5216	6344	6730	4476	4355	5134	4971	4965	4965	12708	14080	13713	10579	10375
RGS2	5770	5969	5746	4922	4428	4744	9999	7706	7549	4662	2842	9512	3947	6389
RGS20	1117	650	640	622	680	794	1650	1134	1312	3660	4239	4538	3394	3204
RGS3	5584	6176	6425	4002	2510	3117	1689	2671	2352	10683	12540	15780	15750	17403
RGS5	500	829	657	800	697	693	1257	2642	2744	1944	2376	2883	3625	3222
RGS9	1240	2099	1718	600	586	1169	2230	1185	1381	14168	16020	12347	8561	10268
RHBDD1	2195	2590	3117	3499	2761	2998	4096	7325	6930	24469	22848	21039	32652	32076
RHBDD2	16991	19619	23005	27498	21949	27690	44400	35393	42376	126393	129731	134794	122440	110495
RHBDD3	1991	2610	3459	3881	4997	6951	4997	4555	5007	54276	68244	83815	55760	51602
RHBDF1	5502	5215	5771	7274	6404	6824	6195	5849	6054	16385	24841	33201	22575	24747
RHBDF2	2011	1400	2015	882	1445	1537	1150	1298	1580	17138	17351	18136	18395	14670
RHBDL3	586	764	884	600	520	347	150	259	242	38104	29999	21393	15441	12970
RHEB	22667	21536	26917	25122	21524	23753	28394	32094	32520	33863	36971	32338	39030	35138
RHEBL1	951	1289	1588	700	1030	1117	1319	1095	1452	948	2490	4611	2726	2604
RHNO1	25954	31430	33212	26165	26004	27241	35612	39641	44635	46987	58109	47573	50433	47630
RHOA	616119	648203	763170	796717	694175	704470	539368	589107	654915	364912	467678	331933	344203	298205
RHOB	33838	34320	37706	33745	30463	32132	161148	166157	198287	74292	122845	150792	140306	125563
RHOBTB1	9253	11640	13220	7016	8216	6591	3632	5319	5800	26252	20911	21382	22459	24258
RHOBTB2	23693	23771	27105	22662	21546	23788	10470	11191	13949	23505	31169	32336	19396	17393
RHOBTB3	125851	126362	159138	140340	130095	128514	94755	138876	175174	101778	106223	96340	109541	120661
RHOC	51835	56448	58792	62913	57124	63496	90975	66139	83544	165351	199362	143604	137281	124629
RHOD	13610	15717	15684	11901	12772	15120	29895	17893	23421	7586	15721	13665	9042	8992
RHOF	68875	72789	85457	82058	77088	82625	109381	101625	125720	23027	27586	16471	17307	16446
RHOG	23764	25458	28537	32501	32059	33599	38336	29083	32326	46887	61307	63361	51543	50494
RHOQ	18784	19981	25874	69189	62290	64560	37181	42685	45855	23531	19148	15305	19470	21805
RHOT1	26030	26033	36606	30566	24489	26283	31867	32919	31240	44218	40794	43413	52380	58269
RHOT2	20448	23296	26532	20051	19744	24470	22246	17617	23374	142959	154245	163541	136205	129279
RHOU	839	750	850	200	300	400	950	900	1050	73408	68036	84073	77705	87866
RHOV	1792	1339	1333	1200	1100	1636	1100	796	1946	7450	8178	9033	7117	7575
RHOXF1P3	1608	1322	2349	1670	1835	2558	2122	2430	2697	11451	9867	9665	10288	11476
RHPN1	1624	1645	2341	1721	1587	1264	2449	1283	1484	7598	9533	9471	8119	9943
RHPN2	10485	9173	11577	7088	6196	7256	6914	7541	10254	42652	39299	40440	48252	47263
RIBC1	586	831	1224	449	525	942	2020	1077	1230	4469	4804	6653	4315	3226
RIBC2	4057	5032	6229	3506	3260	4214	5325	5142	6380	3757	5398	7069	5151	4363
RIC1	19124	16641	22532	21261	22646	20496	12193	20127	24526	53485	57094	59374	50330	54473
RIC8A	35585	38378	42345	47639	42861	48617	46081	40636	47045	127739	162829	157574	133792	125217
RIC8B	8067	8979	11314	11534	8407	9634	8010	8623	10921	20957	22256	34523	23945	30795
RICTOR	71043	69012	92320	74163	68989	65960	30581	63466	70034	13468	18653	33114	37635	44038
RIDA	4032	4064	3444	4603	3570	3492	5310	5185	4193	5845	5692	4396	5610	5686
RIF1	47775	44080	65656	48221	47924	41974	24162	46497	55842	15491	39086	86800	97831	101557
RILPL1	6865	9458	10369	8037	7448	9344	11311	7375	8358	30785	32259	34379	25360	25159
RILPL2	7194	9017	8463	5543	5540	6156	7141	7718	7212	22205	23816	19182	15627	15512
RIMKLA	4157	4147	4868	4829	5118	5686	4136	4294	5080	19298	12928	12064	12335	12677
RIMKLB	15683	15495	18296	11093	10713	12118	12018	16505	18088	23656	20352	26986	20450	25725
RIMS4	1636	1139	1859	1920	1369	1819	2852	2192	3246	37845	56147	31391	34149	25010
RIN2	17131	15644	21416	25999	25705	24580	10516	11022	11570	1673	1783	3086	888	971
RIN3	8074	7296	9560	6109	5711	5181	12375	10509	15825	10703	24384	26070	15058	15275
RINL	1294	2021	1345	1099	742	1440	1428	794	2137	32468	19461	18441	20278	17013
RINT1	8568	9890	12275	19687	17728	16921	13809	16610	20599	25589	25590	37060	32223	37106
RIOK1	19771	21591	28250	23342	19907	20397	17987	19434	20661	31227	35354	50537	49805	54119
RIOK2	14434	14623	16684	20085	18370	18513	21644	20806	23562	8035	8930	17560	18428	20634
RIOK3	20636	24412	32723	47820	40526	43519	66659	85139	94644	42818	43601	52944	65933	71219
RIOX1	15140	17115	17653	14953	14786	15855	11656	12227	13167	29955	37392	43440	35495	29338
RIOX2	20376	18801	25511	18927	18491	17962	22098	24634	25385	17512	16260	23062	27934	30853
RIPK1	10067	11367	13777	14354	10186	11248	12110	14081	16058	35834	48532	59656	48776	53744
RIPK2	8503	9860	13493	10752	12314	9946	16616	17920	19620	13233	14254	19078	21135	23367
RIPK4	1448	1947	1599	2737	2382	2976	849	799	1096	27860	28430	39358	40520	37139
RIT1	8130	8556	9985	9735	8681	9726	15659	18945	20896	17275	22701	25766	19671	25799
RITA1	21156	26342	28924	24881	21592	24996	19837	15623	18024	38175	39219	43023	32278	28942
RLF	22674	21454	27385	23782	21934	20747	21722	26868	28887	9532	14401	32372	30781	35085
RLIM	66997	69735	82770	82344	82711	75181	37707	76491	91942	67008	64363	92883	96953	101860
RMDN1	10262	10628	12516	10198	9324	8849	15128	11971	14561	15889	16627	16271	18000	19176
RMDN2	929	744	963	1078	1121	1481	1142	481	886	1056	1999	2129	2856	3030
RMDN3	13637	13810	15337	18803	17428	19089	16727	16914	18535	51040	56403	51915	45316	43574
RMI1	13459	13778	19696	11203	11533	11643	13647	21200	22551	11885	17412	22764	22555	27817
RMI2	14585	13364	16981	12196	9717	8211	15605	12812	15053	47329	58462	47092	40167	39526
RMND1	8207	9350	10372	11354	9045	11065	11995	12135	12736	14172	12085	21162	18995	21440
RMND5A	47343	49345	58341	34795	35930	33062	34617	47377	56372	121250	107724	94856	103268	114592
RMND5B	38006	39321	44642	46193	37912	43557	48408	36552	45164	156840	182663	164192	151832	131726
RMRP	250	50	100	100	150	100	150	100	100	50563	50710	68498	54280	26779
RN7SL1	586	400	1067	783	793	434	1100	500	150	426524	794158	626100	131007	123274
RN7SL2	150	54	308	150	100	400	57	196	99	266156	694867	518972	133943	91838
RNASE4	445	425	799	11505	10221	11973	2394	1889	2117	2470	2184	1068	1331	1641
RNASEH1	8975	9674	12441	16043	15325	15806	11595	15028	17800	28826	26561	26000	29025	30870
RNASEH1-AS1	6297	4956	6923	4470	4992	3845	8774	6795	6763	10368	11084	10525	10511	9957
RNASEH2A	55020	60209	65305	48452	45267	50399	79488	57113	65606	81173	113705	112185	94912	78534
RNASEH2B	9101	9470	10775	8391	8293	7794	18934	15200	18078	24343	28474	29602	29614	29450
RNASEH2C	20922	24915	25278	25687	20082	24036	25813	19120	21886	176650	210727	171317	173633	152895
RNASEK	59546	69871	73521	96321	82356	101640	119854	87266	102315	237398	303666	205570	190958	170980
RNASEK-C17orf49	70345	82576	86496	107127	91222	112276	133112	97094	112148	291545	368150	255497	235704	205727
RNASEL	2083	2492	2750	2393	1849	1891	1588	2139	2339	8103	9910	7639	6099	7548
RNASET2	10487	12426	12962	13169	12562	13999	11540	8079	8839	40839	44086	30544	34879	29461
RND3	12608	11995	15398	11932	12161	12112	77719	101660	110723	11602	19491	42898	52436	71463
RNF10	79365	83466	86792	143901	130038	140847	110099	113933	136197	259522	273707	220759	211711	191779
RNF103	13873	11296	13572	16222	13867	13074	16355	20258	21909	45882	43623	33005	34396	33861
RNF103-CHMP3	12118	12157	16548	13736	14354	14588	14310	16070	20470	45367	48505	34605	34954	34400
RNF11	32557	31895	39638	41144	39672	42098	33201	48228	48733	107966	126880	64517	65563	71817
RNF111	16423	17595	20427	24558	22753	21390	12175	20616	22004	27534	31597	48860	31071	39453
RNF113A	5949	6139	7866	13910	10319	11946	15941	9789	12574	16231	21422	38964	40891	34313
RNF114	40050	43795	51644	53852	49916	52623	51337	48620	57306	67097	92969	106764	81918	74454
RNF115	17628	15355	19813	17048	13840	16673	25058	30670	35050	42565	50430	51701	44362	43015
RNF121	12466	13685	14919	16453	14119	15204	18628	18196	20434	33664	50376	59474	46264	43327
RNF122	1582	994	1171	1319	1916	1037	1440	2786	2435	26963	42511	70205	45462	35781
RNF123	23136	25361	25378	27160	26264	30193	23094	22650	25827	76129	90751	77517	82588	66505
RNF125	100	200	100	500	250	400	400	450	550	15311	17047	17907	20035	19772
RNF126	18076	17008	17022	16693	16312	18731	16613	14341	18136	88193	85752	88804	85464	72720
RNF13	8800	10258	11607	17196	17275	14957	20095	20574	22012	10828	11694	12820	12436	13499
RNF130	21299	22256	25538	20673	18928	19012	27076	19349	21144	97040	96698	60277	64369	60802
RNF135	3267	2924	4133	2417	2044	2142	4988	3328	3968	21797	16063	19349	25074	19438
RNF138	9575	10505	14915	7429	8149	8726	8216	13453	14236	39404	37018	47110	54246	64057
RNF138P1	746	900	1300	743	898	944	550	1350	1250	2156	2262	2959	4034	4033
RNF139	19754	20278	25559	26727	24755	24664	22589	25069	28637	22734	23488	20029	19942	22218
RNF14	14287	15875	17119	16583	15264	16299	27369	34519	38776	51611	48229	52250	56098	60200
RNF141	11076	11214	13166	16072	15983	14983	14157	19455	18431	21920	25257	21386	20642	22506
RNF144B	1000	845	1395	1250	1488	845	2196	2249	2639	6210	5612	7603	7224	8621
RNF145	56076	53617	68777	71999	67683	68297	83211	108325	128263	98709	97320	56302	67789	82886
RNF146	3246	3300	4110	3039	3169	3627	7847	6376	8783	17398	19076	26668	22338	26002
RNF149	28295	28739	36534	41877	37013	42198	31961	33979	37949	29676	35107	33080	31628	33493
